goodreads_book_id,title,authors,language_code,original_publication_year
13049981,"Boundless (Unearthly, #3)",Cynthia_Hand,eng,2013
29354916,The Whistler,John_Grisham,eng,2016
568454,"D.Gray-man, Volume 01",Katsura_Hoshino,eng,2004
41810,The Robots of Dawn (Robot #3),Isaac_Asimov,eng,1983
18431,The Rule of Four,Ian_Caldwell,eng,2004
16718083,"The Redemption of Callie & Kayden (The Coincidence, #2)",Jessica_Sorensen,eng,2013
16277248,"Avatar: The Last Airbender (The Search, #1)",Gene_Luen_Yang,eng,2013
32505,"The Closers (Harry Bosch, #11; Harry Bosch Universe, #13)",Michael_Connelly,eng,2005
275000,"Fire and Ice (Warriors, #2)",Erin_Hunter,eng,2003
5509920,The Darkest Whisper (Lords of the Underworld #4),Gena_Showalter,eng,2009
46190,Love Is a Mix Tape,Rob_Sheffield,eng,2007
14595,Please Kill Me: The Uncensored Oral History of Punk,Legs_McNeil,eng,1996
29632984,The Things We Wish Were True,Marybeth_Mayhew_Whalen,eng,2016
833549,"Frog and Toad All Year (Frog and Toad, #3)",Arnold_Lobel,eng,1976
68418,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",R.A._Salvatore,eng,1998
30225,"The Harlequin (Anita Blake, Vampire Hunter #15)",Laurell_K._Hamilton,eng,2007
237320,So B. It,Sarah_Weeks,eng,2004
1675216,"Found (The Missing, #1)",Margaret_Peterson_Haddix,eng,2008
26192467,First Comes Love,Emily_Giffin,eng,2016
682745,The Basketball Diaries,Jim_Carroll,eng,1978
59978,"Sin City, Vol. 4: That Yellow Bastard (Sin City, #4)",Frank_Miller,eng,1996
68458,"Krew elfów (Saga o Wied_minie, #3)",Andrzej_Sapkowski,pol,1994
6697,Little Altars Everywhere,Rebecca_Wells,,1992
82747," Angels (Walsh Family, #3)",Marian_Keyes,eng,2002
8306745,"A World Without Heroes (Beyonders, #1)",Brandon_Mull,eng,2011
5201089,"The Kings of Clonmel (Ranger's Apprentice, #8)",John_Flanagan,eng,2008
25816688,The Fireman,Joe_Hill,eng,2016
19346451,"The Revenge of Seven (Lorien Legacies, #5)",Pittacus_Lore,eng,2014
387749,Ben-Hur: A Tale of the Christ,Lew_Wallace,eng,1880
9646,Homage to Catalonia,George_Orwell,eng,1938
251519,Good Grief,Lolly_Winston,eng,2004
18635622,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George_R.R._Martin,eng,2013
7747263,"Misguided Angel (Blue Bloods, #5)",Melissa_de_la_Cruz,eng,2010
16109563,"Undeniable (Undeniable, #1)",Madeline_Sheehan,eng,2012
6613,Four Blondes,Candace_Bushnell,,2000
949709,There Was An Old Lady Who Swallowed A Fly (Classic Books),Pam_Adams,,1973
28233082,"The Girl In The Ice (Detective Erika Foster, #1)",Robert_Bryndza,eng,2016
1270615,"Buffy the Vampire Slayer: The Long Way Home (Season 8, #1)",Joss_Whedon,eng,2007
7324659,Medium Raw: A Bloody Valentine to the World of Food and the People Who Cook,Anthony_Bourdain,eng,2010
3562,"Emily of New Moon (Emily, #1)",L.M._Montgomery,eng,1923
113205,Heart of a Dog,Mikhail_Bulgakov,eng,1925
676737,Grendel,John_Gardner,eng,1970
68528,"The Pale Horseman (The Saxon Stories, #2)",Bernard_Cornwell,eng,2005
64582,Chaos: Making a New Science,James_Gleick,eng,1987
16982,Marvels,Kurt_Busiek,eng,1993
13722902,A Hologram for the King,Dave_Eggers,eng,2012
10959277,The Future of Us,Jay_Asher,eng,2011
1713912,"Cross Country (Alex Cross, #14)",James_Patterson,eng,2008
6538757,"Rock Chick (Rock Chick, #1)",Kristen_Ashley,eng,2008
11366397,"The Program (The Program, #1)",Suzanne_Young,eng,2013
84777,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",Michael_Connelly,eng,2002
45244,Judas Unchained,Peter_F._Hamilton,eng,2005
7035,"Morality for Beautiful Girls (No. 1 Ladies' Detective Agency, #3)",Alexander_McCall_Smith,eng,2001
4570679,Going Too Far,Jennifer_Echols,eng,2009
16240761,The Son,Philipp_Meyer,eng,2012
84132,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",Sherrilyn_Kenyon,eng,2007
33455,Island of the Sequined Love Nun,Christopher_Moore,eng,1997
26114135,All the Ugly and Wonderful Things,Bryn_Greenwood,eng,2016
16101126,The Moon and More,Sarah_Dessen,eng,2013
353,Time Enough for Love,Robert_A._Heinlein,eng,1973
3895,The Barefoot Contessa Cookbook,Ina_Garten,eng,1999
7800188,"Virals (Virals, #1)",Kathy_Reichs,eng,2010
12902549,"An Invisible Thread: The True Story of an 11-Year-Old Panhandler, a Busy Sales Executive, and an Unlikely Meeting with Destiny",Laura_Schroff,eng,2010
6167746,"Marked / Betrayed / Chosen / Untamed (House of Night, #1-4)",P.C._Cast,eng,2007
6365221,Mennonite in a Little Black Dress: A Memoir of Going Home,Rhoda_Janzen,eng,2009
830791,The Simple Truth,David_Baldacci,eng,1998
26891429,"The City of Mirrors (The Passage, #3)",Justin_Cronin,eng,2016
91249,"Ramona Forever (Ramona, #7)",Beverly_Cleary,,1984
5508,Anne Frank: Beyond the Diary - A Photographic Remembrance,Ruud_van_der_Rol,,1992
395962,"Kushiel's Chosen (Phèdre's Trilogy, #2)",Jacqueline_Carey,eng,2002
22874559,Half Girlfriend,Chetan_Bhagat,eng,2014
233691,The Far Side Gallery 3,Gary_Larson,,1984
52397,"Parable of the Sower (Earthseed, #1)",Octavia_E._Butler,eng,1993
11872242,"11th Hour (Women's Murder Club, #11)",James_Patterson,eng,2012
13151129,"Earth Unaware (The First Formic War, #1)",Orson_Scott_Card,eng,2012
687278,When Things Fall Apart: Heart Advice for Difficult Times,Pema_Chödrön,,1996
9999107,The American Heiress,Daisy_Goodwin,eng,2010
659612,"Seeds of Yesterday (Dollanganger, #4)",V.C._Andrews,eng,1984
140131,The Three Little Pigs (Disney Classic),Al_Dempster,,1948
60431,Andy Goldsworthy: A Collaboration with Nature,Andy_Goldsworthy,,1990
608287,Jesus' Son,Denis_Johnson,eng,1992
13573622,"The Last Man (Mitch Rapp, #13)",Vince_Flynn,eng,2012
9503,Saving Fish from Drowning,Amy_Tan,eng,2005
13547381,Love Anthony,Lisa_Genova,eng,2012
641604,Purple Cow: Transform Your Business by Being Remarkable,Seth_Godin,eng,2003
16131489,"The Last Star (The 5th Wave, #3)",Rick_Yancey,eng,2016
744615,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",Bryan_Lee_O'Malley,,2007
426825,QB VII,Leon_Uris,eng,1970
24876258,"The Aeronaut's Windlass (The Cinder Spires, #1)",Jim_Butcher,eng,2015
23529,From Hell,Alan_Moore,eng,1999
86321,"Black Rose (In the Garden, #2)",Nora_Roberts,eng,2005
65910,"The Perfect Husband (Quincy & Rainie, #1)",Lisa_Gardner,eng,1997
113310,The Eight (The Eight #1),Katherine_Neville,eng,1988
1499952,"Daddy-Long-Legs (Daddy-Long-Legs, #1)",Jean_Webster,eng,1912
161887,East,Edith_Pattou,eng,2003
127584,"Dragonquest (Pern, #2)",Anne_McCaffrey,eng,1971
357636,Civilization and Its Discontents,Sigmund_Freud,eng,1930
12394068,A Street Cat Named Bob: How One Man and His Cat Found Hope on the Streets,James_Bowen,eng,2012
17411703,"Complete Me (Stark Trilogy, #3)",J._Kenner,eng,2013
19288321,"Fool's Assassin (The Fitz and the Fool, #1)",Robin_Hobb,eng,2014
31979,"Astonishing X-Men, Volume 1: Gifted",Joss_Whedon,eng,2004
5152561,"Fragile Eternity (Wicked Lovely, #3)",Melissa_Marr,eng,2009
11227041,"The Gamble (Colorado Mountain, #1)",Kristen_Ashley,eng,2011
32628,The Great and Secret Show (Book of the Art #1),Clive_Barker,eng,1989
29,The Mother Tongue: English and How It Got That Way,Bill_Bryson,eng,1990
1918305,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,Eric____Weiner,eng,2008
231,I am Charlotte Simmons,Tom_Wolfe,eng,2004
25564665,"The Mistake (Off-Campus, #2)",Elle_Kennedy,eng,2015
73089,"Match Me If You Can (Chicago Stars, #6)",Susan_Elizabeth_Phillips,eng,2005
59830,"Heaven and Earth (Three Sisters Island, #2)",Nora_Roberts,eng,2001
32430,The Bad Place,Dean_Koontz,eng,1989
17204568,"Crazy Little Thing (Bell Harbor, #1)",Tracy_Brogan,eng,2012
187812,Avalon High,Meg_Cabot,,2005
3609763,"The Twilight Saga: The Official Illustrated Guide (Twilight, #4.5)",Stephenie_Meyer,eng,2011
297135,Summer Island,Kristin_Hannah,,2001
64023,Celebration of Discipline: The Path to Spiritual Growth,Richard_J._Foster,eng,1978
517188,The Prime of Miss Jean Brodie,Muriel_Spark,eng,1961
138202,"Sloppy Firsts (Jessica Darling, #1)",Megan_McCafferty,eng,2001
13477676,"Forgive Me, Leonard Peacock",Matthew_Quick,eng,2013
39963,"A Long Way from Chicago (A Long Way from Chicago, #1)",Richard_Peck,eng,1998
5575,Cradle and All,James_Patterson,eng,1980
514313,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,Ben_Mezrich,,2002
18465566,This One Summer,Mariko_Tamaki,eng,2014
13184572,The Next Best Thing,Jennifer_Weiner,,2012
1883838,The Heroin Diaries: A Year In The Life Of A Shattered Rock Star,Nikki_Sixx,eng,2005
4957350,Tinkers,Paul_Harding,eng,2008
15568,"The Druid of Shannara (Heritage of Shannara, #2)",Terry_Brooks,eng,1991
22843341,Stepbrother Dearest,Penelope_Ward,eng,2014
14376,Einstein's Dreams,Alan_Lightman,eng,1992
5695,Demons,Fyodor_Dostoyevsky,eng,1872
84144,Seize the Night (Dark-Hunter #6),Sherrilyn_Kenyon,eng,2004
49455,Notes from Underground,Fyodor_Dostoyevsky,eng,1864
8346300,Harry Potter: A Pop-Up Book: Based on the Film Phenomenon,Andrew_Williamson,,2010
85987,Portrait in Sepia,Isabel_Allende,,2000
18301124,Making Faces,Amy_Harmon,eng,2013
288644,Q & A,Vikas_Swarup,eng,2005
29430013,The Trespasser (Dublin Murder Squad #6),Tana_French,eng,2016
789344,"Encyclopedia Brown, Boy Detective (Encyclopedia Brown, #1)",Donald_J._Sobol,eng,1963
138685,"Dissolution (Matthew Shardlake, #1)",C.J._Sansom,eng,2003
890143,"The Clique (The Clique, #1)",Lisi_Harrison,eng,2004
17910054,The Sixth Extinction: An Unnatural History,Elizabeth_Kolbert,eng,2014
13325079,Billy Lynn's Long Halftime Walk,Ben_Fountain,eng,2012
99315,A Whole New Mind: Why Right-Brainers Will Rule the Future,Daniel_H._Pink,eng,2004
77160,"Across the Nightingale Floor (Tales of the Otori, #1)",Lian_Hearn,eng,2002
2094,A Briefer History of Time,Stephen_Hawking,eng,2005
117047,The Blind Watchmaker: Why the Evidence of Evolution Reveals a Universe Without Design,Richard_Dawkins,eng,1986
59822,"Face the Fire (Three Sisters Island, #3)",Nora_Roberts,eng,2002
17834834,Once We Were Brothers,Ronald_H._Balson,eng,2010
27401883,When I'm Gone,Emily_Bleeker,eng,2016
16435,Life Expectancy,Dean_Koontz,eng,2004
2866413,"The Dragon Heir (The Heir Chronicles, #3)",Cinda_Williams_Chima,eng,2008
7171876,"Fallout (Crank, #3)",Ellen_Hopkins,eng,2010
123598,"Black Notice (Kay Scarpetta, #10)",Patricia_Cornwell,eng,1999
28449257,The Wonder,Emma_Donoghue,eng,2016
111218,Innocent Traitor,Alison_Weir,eng,2006
4656,The Fourth Hand,John_Irving,eng,2001
425123,"Gone, Baby, Gone (Kenzie & Gennaro, #4)",Dennis_Lehane,eng,1998
8957,"Tunnels of Blood (Cirque Du Freak, #3)",Darren_Shan,,2000
217436,On Mystic Lake,Kristin_Hannah,eng,1999
78131,"The Killing Game (Eve Duncan, #2)",Iris_Johansen,eng,1999
15768409,"The Retribution of Mara Dyer (Mara Dyer, #3)",Michelle_Hodkin,eng,2014
3882,Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners,Rachael_Ray,,2005
2145681,A Wolf at the Table,Augusten_Burroughs,eng,2008
40290,"Seventh Son (Tales of Alvin Maker, #1)",Orson_Scott_Card,eng,1987
16697,The Mysteries of Pittsburgh,Michael_Chabon,eng,1988
146274,Manhunt: The 12-Day Chase for Lincoln's Killer,James_L._Swanson,eng,2006
6631792,The Book of Tomorrow,Cecelia_Ahern,eng,2009
10327303,"Uncommon Criminals (Heist Society, #2)",Ally_Carter,,2011
18298225,On the Fence,Kasie_West,eng,2014
25153134,Follow You Home,Mark__Edwards,eng,2015
846984,"Love, Stargirl (Stargirl, #2)",Jerry_Spinelli,,2007
481446,Nefertiti,Michelle_Moran,eng,2007
11709037,"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",David_McRaney,eng,2011
72854,"Into the Wilderness (Wilderness, #1)",Sara_Donati,eng,1998
1519,"The Oresteia  (________, #1-3)",Aeschylus,eng,-458
17167084,"How the Light Gets In (Chief Inspector Armand Gamache, #9)",Louise_Penny,eng,2013
347656,Don't Waste Your Life,John_Piper,,2003
54984,La catedral del mar,Ildefonso_Falcones,spa,2006
111222,The Life of Elizabeth I,Alison_Weir,eng,1996
747061,"Book of Mormon, Doctrine and Covenants, Pearl of Great Price",The_Church_of_Jesus_Christ_of_Latter-day_Saints,,1950
8163722,Earth (The Book): A Visitor's Guide to the Human Race,Jon_Stewart,eng,2010
6315602,"My Soul to Take (Soul Screamers, #1)",Rachel_Vincent,eng,2009
15019,"Conversations With God: An Uncommon Dialogue, Book 2",Neale_Donald_Walsch,eng,1996
9413044,"Everneath (Everneath, #1)",Brodi_Ashton,eng,2012
3400816,"Plum Spooky (Stephanie Plum, #14.5)",Janet_Evanovich,eng,2009
1426,Warrior of the Light,Paulo_Coelho,eng,1997
2548866,"James Potter and the Hall of Elders' Crossing (James Potter, #1)",G._Norman_Lippert,eng,2007
2936415,Where Men Win Glory: The Odyssey of Pat Tillman,Jon_Krakauer,eng,2008
824062,God's Smuggler,Brother_Andrew,eng,1964
9923372,Maine,J._Courtney_Sullivan,,2011
18660447,The Fill-In Boyfriend,Kasie_West,eng,2015
161426,How I Live Now,Meg_Rosoff,eng,2004
47613,"Mister Monday (The Keys to the Kingdom, #1)",Garth_Nix,eng,2003
9166559,These Things Hidden,Heather_Gudenkauf,,2011
852460,Fix-It and Forget-It Cookbook: Feasting with Your Slow Cooker,Dawn_J._Ranck,,2000
6006518,"Strange Angels (Strange Angels, #1)",Lili_St._Crow,eng,2009
103342,Stolen Lives: Twenty Years in a Desert Jail,Malika_Oufkir,eng,1999
6013511,Black Hills,Nora_Roberts,eng,2009
91714,Civil War: A Marvel Comics Event,Mark_Millar,eng,2006
609870,The Vow: The Kim & Krickitt Carpenter Story,Kim_Carpenter,eng,2000
7171856,The Puppet Masters,Robert_A._Heinlein,eng,1951
23212667,All the Missing Girls,Megan_Miranda,eng,2016
921651,Just Go to Bed,Mercer_Mayer,eng,1983
28449270,Today Will Be Different,Maria_Semple,,2016
228063,"xxxHolic, Vol. 1 (xxxHOLiC, #1)",CLAMP,eng,2003
279692,"Miss Nelson Is Back (Miss Nelson, #2)",Harry_Allard,eng,1982
77505,"Green Mars (Mars Trilogy, #2)",Kim_Stanley_Robinson,eng,1994
28691,"To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",Tad_Williams,eng,1993
45685,The Canterville Ghost,Oscar_Wilde,eng,1887
18630542,Seconds,Bryan_Lee_O'Malley,eng,2014
16134551,"Fallen Crest High (Fallen Crest High, #1)",Tijan,eng,2012
327246,Anatomy for the Artist,Jen__Barcsay,,1953
6572,Suffer the Children,John_Saul,eng,1977
24137,"Catherine, Called Birdy",Karen_Cushman,eng,1994
613283,Princess: A True Story of Life Behind the Veil in Saudi Arabia,Jean_Sasson,eng,1992
15547,"Magic Kingdom For Sale/Sold (Magic Kingdom of Landover, #1)",Terry_Brooks,eng,1986
68984,The Power of Your Subconscious Mind,Joseph_Murphy,eng,1962
31341,"Blood And Gold (The Vampire Chronicles, #8)",Anne_Rice,eng,2001
10816908,"The Crown of Embers (Fire and Thorns, #2)",Rae_Carson,eng,2012
153785,"Page (Protector of the Small, #2)",Tamora_Pierce,eng,2000
18170039,"The Guard (The Selection, #2.5)",Kiera_Cass,eng,2014
816870,Johnny Tremain,Esther_Forbes,eng,1943
172732,The Motorcycle Diaries: Notes on a Latin American Journey,Ernesto_Che_Guevara,eng,1993
16090636,"Fight with Me (With Me in Seattle, #2)",Kristen_Proby,eng,2012
125956,"Black: The Birth of Evil (The Circle, #1)",Ted_Dekker,eng,2003
6437061,"The Hundred Thousand Kingdoms (Inheritance Trilogy, #1)",N.K._Jemisin,eng,2010
857445,Officer Buckle & Gloria,Peggy_Rathmann,eng,1995
63033,The Savage Detectives,Roberto_Bolaño,eng,1998
11300302,"Alice in Zombieland (White Rabbit Chronicles, #1)",Gena_Showalter,eng,2012
6801582,"Spells (Wings, #2)",Aprilynne_Pike,eng,2009
59151,Chess Story,Stefan_Zweig,eng,1941
594361,The Lion King: A little Golden Book,Justine_Korman_Fontes,,1994
11198312,"The Medusa Plot (39 Clues: Cahills vs. Vespers, #1)",Gordon_Korman,eng,2011
266904,"The Penderwicks: A Summer Tale of Four Sisters, Two Rabbits, and a Very Interesting Boy (The Penderwicks #1)",Jeanne_Birdsall,eng,2005
7164343,"The Lion (John Corey, #5)",Nelson_DeMille,eng,2010
112754,"Kiss of the Highlander (Highlander, #4)",Karen_Marie_Moning,eng,2001
12722468,Elizabeth the Queen: The Life of a Modern Monarch,Sally_Bedell_Smith,eng,2012
19101283,The Son,Jo_Nesbø,eng,2014
6839093,"Chew, Vol. 1: Taster's Choice",John_Layman,eng,2009
785453,A Single Shard,Linda_Sue_Park,eng,2001
29187,"Time of the Twins (Dragonlance: Legends, #1)",Margaret_Weis,eng,1986
7743117,Sacré Bleu: A Comedy d'Art,Christopher_Moore,eng,2012
331256,Roadside Picnic,Arkady_Strugatsky,eng,1972
2068676,"Queen of Babble Gets Hitched (Queen of Babble, #3)",Meg_Cabot,eng,2008
182381,Cranford,Elizabeth_Gaskell,eng,1853
11761,Underworld,Don_DeLillo,eng,1997
50140,Big Sur,Jack_Kerouac,eng,1962
200572,"My Man Jeeves (Jeeves, #1)",P.G._Wodehouse,eng,1919
6368610,"Radiant Shadows (Wicked Lovely, #4)",Melissa_Marr,eng,2010
13448656,"Motorcycle Man (Dream Man, #4)",Kristen_Ashley,eng,2012
20980987,"The Art of Asking; or, How I Learned to Stop Worrying and Let People Help",Amanda_Palmer,eng,2014
14288998,"Into the Still Blue (Under the Never Sky, #3)",Veronica_Rossi,eng,2014
296302,The Last Summer (of You and Me),Ann_Brashares,eng,2007
95406,"Preacher, Volume 2: Until the End of the World",Garth_Ennis,eng,1997
36,The Lord of the Rings: Weapons and Warfare,Chris___Smith,eng,
215543,"The Lost City of Faar (Pendragon, #2)",D.J._MacHale,eng,2003
31374,"A Great Deliverance (Inspector Lynley, #1)",Elizabeth__George,eng,1988
7194,The Club Dumas,Arturo_Pérez-Reverte,eng,1993
248482,"Enna Burning (The Books of Bayern, #2)",Shannon_Hale,eng,2004
93724,"Twilight (The Mediator, #6)",Meg_Cabot,eng,2005
105999,"Dear Mr. Henshaw (Leigh Botts, #1)",Beverly_Cleary,eng,1983
16055,The Magician's Assistant,Ann_Patchett,eng,1997
3378,Generation X: Tales for an Accelerated Culture,Douglas_Coupland,eng,1991
23168277,The Sympathizer,Viet_Thanh_Nguyen,eng,2015
16305,"Evil Under the Sun (Hercule Poirot, #23)",Agatha_Christie,eng,1941
17375956,"Reaper's Property (Reapers MC, #1)",Joanna_Wylde,eng,2013
164542,"My Friend Flicka (Flicka, #1)",Mary_O'Hara,eng,1941
12326644,"The Kingmaker's Daughter (The Plantagenet and Tudor Novels, #4)",Philippa_Gregory,eng,2012
292275,Hedda Gabler,Henrik_Ibsen,eng,1890
1298205,Dumbo: A Little Golden Book,Walt_Disney_Company,,1940
22698568,"The Invasion of the Tearling (The Queen of the Tearling, #2)",Erika_Johansen,eng,2015
13256064,"Phantom (Harry Hole, #9)",Jo_Nesbø,,2011
8724779,Marked / Betrayed / Chosen / Untamed / Hunted (House of Night #1-5),P.C._Cast,eng,
588369,A Place Called Here,Cecelia_Ahern,eng,2006
99664,The Painted Veil,W._Somerset_Maugham,eng,1925
31337,"Blackwood Farm (The Vampire Chronicles, #9)",Anne_Rice,eng,2002
832543,Anatomy of the Spirit: The Seven Stages of Power and Healing,Caroline_Myss,eng,1996
7036,"The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency, #4)",Alexander_McCall_Smith,eng,2002
16158535,A Hundred Summers,Beatriz_Williams,eng,2013
25558608,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa_Tahir,eng,2016
556136,The Wednesday Wars,Gary_D._Schmidt,eng,2007
227454,"The Legacy (Forgotten Realms: Legacy of the Drow, #1; Legend of Drizzt, #7)",R.A._Salvatore,eng,1992
803171,Skippyjon Jones,Judy_Schachner,eng,2003
9410421,Chasing Fire,Nora_Roberts,eng,2011
95887,Eat That Frog!: 21 Great Ways to Stop Procrastinating and Get More Done in Less Time,Brian_Tracy,eng,2001
4600,"Moo, Baa, La La La!",Sandra_Boynton,eng,1982
342504,The Science of Getting Rich,Wallace_D._Wattles,eng,1910
2277444,"The Last Oracle (Sigma Force, #5)",James_Rollins,eng,2008
101911,Vinegar Hill,A._Manette_Ansay,eng,1994
234501,"Startide Rising (The Uplift Saga, #2)",David_Brin,eng,1983
16282066,"Significance (Significance, #1)",Shelly_Crane,eng,2011
880,Pompeii,Robert___Harris,eng,2003
25066991,"The Guilty (Will Robie, #4)",David_Baldacci,eng,2015
243685,A History of Western Philosophy,Bertrand_Russell,eng,1945
13235,The Complete Stories and Poems,Lewis_Carroll,,1884
39542,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella_Lawson,,1998
672875,Le Morte d'Arthur: King Arthur and the Legends of the Round Table,Thomas_Malory,eng,1485
196764,A Piece of Cake,Cupcake_Brown,eng,2006
24782,Taran Wanderer (The Chronicles of Prydain #4),Lloyd_Alexander,eng,1967
136637,"Brimstone (Pendergast, #5; Diogenes, #1)",Douglas_Preston,eng,2004
17529,Rebecca of Sunnybrook Farm,Kate_Douglas_Wiggin,,1903
114166,"Devil in Winter (Wallflowers, #3)",Lisa_Kleypas,eng,2006
2169506,"The Dead and the Gone (Last Survivors, #2)",Susan_Beth_Pfeffer,eng,2008
125955,"White: The Great Pursuit (The Circle, #3)",Ted_Dekker,,2004
6758331,The Darkest Passion (Lords of the Underworld #5),Gena_Showalter,eng,2010
4601396,Pygmy,Chuck_Palahniuk,eng,2009
16130307,"Revenge Wears Prada: The Devil Returns (The Devil Wears Prada, #2)",Lauren_Weisberger,eng,2013
5693,Selected Stories,Anton_Chekhov,eng,1900
7648269,"Empire of the Summer Moon: Quanah Parker and the Rise and Fall of the Comanches, the Most Powerful Indian Tribe in American History",S.C._Gwynne,,2010
18999,Smiley's People,John_le_Carré,,1979
11433,"Redemption (Redemption, #1)",Karen_Kingsbury,eng,2002
64481,A Northern Light,Jennifer_Donnelly,eng,2003
79705,"Apollyon (Left Behind, #5)",Tim_LaHaye,eng,1999
192893,"Whose Body?  (Lord Peter Wimsey, #1)",Dorothy_L._Sayers,eng,1923
24215,Alice's Adventures in Wonderland: A Pop-Up Adaptation,Robert_Sabuda,eng,2003
737957,Michelangelo and the Pope's Ceiling,Ross_King,eng,2003
11922,"Stolen (Women of the Otherworld, #2)",Kelley_Armstrong,eng,2002
85306,"Hour Game (Sean King & Michelle Maxwell, #2)",David_Baldacci,eng,2004
2277378,"The Cruelest Month (Chief Inspector Armand Gamache, #3)",Louise_Penny,eng,2007
10444,"Ballet Shoes (Shoes, #1)",Noel_Streatfeild,eng,1936
93000,"Piano/Vocal/Guitar Sheet Music: The Chronicles of Narnia: The Lion, the Witch and The Wardrobe",Harry_Gregson-Williams,,2006
668,We the Living,Ayn_Rand,eng,1936
20443207,"The Winner's Crime (The Winner's Trilogy, #2)",Marie_Rutkoski,eng,2015
18282800,The Ladies' Room,Carolyn_Brown,eng,2011
76889,100 Selected Poems,E.E._Cummings,eng,1954
2202049,"Such a Pretty Fat: One Narcissist's Quest to Discover If Her Life Makes Her Ass Look Big, or Why Pie Is Not the Answer",Jen_Lancaster,eng,2008
831194,"Forest of Secrets (Warriors, #3)",Erin_Hunter,eng,2003
6065182,The Little Stranger,Sarah_Waters,eng,2009
17562900,"Night Broken (Mercy Thompson, #8)",Patricia_Briggs,eng,2014
17399160,"Snow Like Ashes (Snow Like Ashes, #1)",Sara_Raasch,eng,2014
17830123,We Are Not Ourselves,Matthew__Thomas,eng,2014
59821,"Red Lily (In the Garden, #3)",Nora_Roberts,eng,2005
159760,Reviving Ophelia: Saving the Selves of Adolescent Girls,Mary_Pipher,,1994
68526,"Lords of the North (The Saxon Stories, #3)",Bernard_Cornwell,eng,2006
162719,"Just Ella (The Palace Chronicles, #1)",Margaret_Peterson_Haddix,eng,1999
16122643,"Eyes Wide Open (The Blackstone Affair, #3)",Raine_Miller,eng,2013
18404427,China Dolls,Lisa_See,eng,2014
238360,Megan Meade's Guide to the McGowan Boys,Kate_Brian,eng,2005
911579,Bread and Jam for Frances,Russell_Hoban,eng,1964
9567,Half Asleep in Frog Pajamas,Tom_Robbins,,1994
15858,Mirror Mirror,Gregory_Maguire,eng,2003
21969786,More Than This,Patrick_Ness,eng,2013
293625,Child of God,Cormac_McCarthy,,1973
95621,"As Sure as the Dawn (Mark of the Lion, #3)",Francine_Rivers,eng,1995
16158596,Lexicon,Max_Barry,eng,2013
2804776,One Fifth Avenue,Candace_Bushnell,,2008
20701984,El Deafo,Cece_Bell,eng,2014
16140408,"Down London Road (On Dublin Street, #2)",Samantha_Young,eng,2013
30069,"The Walking Dead, Vol. 03: Safety Behind Bars",Robert_Kirkman,eng,2005
22584,"Flow My Tears, the Policeman Said",Philip_K._Dick,eng,1974
95622,The Last Sin Eater,Francine_Rivers,,1998
73385,A Knight in Shining Armor,Jude_Deveraux,eng,1989
7157310,"Rot & Ruin (Rot & Ruin, #1)",Jonathan_Maberry,eng,2010
22632,The Trial and Death of Socrates,Plato,eng,-400
1149440,Heavier Than Heaven: A Biography of Kurt Cobain,Charles_R._Cross,,2001
261243,History of the Peloponnesian War,Thucydides,eng,-411
2918374,The Red Badge of Courage and Selected Short Fiction  ,Stephen_Crane,eng,1895
5776788,"Sandman Slim (Sandman Slim, #1)",Richard_Kadrey,eng,2009
5556466,The Last Child,John_Hart,eng,2009
17717,Labyrinths:  Selected Stories and Other Writings,Jorge_Luis_Borges,eng,1962
89399,Fortune's Rocks,Anita_Shreve,,1999
52258,The Price of Salt,Patricia_Highsmith,eng,1952
9662386,"Tiger's Quest (The Tiger Saga, #2)",Colleen_Houck,eng,2011
6319978,"Friday Night Bites (Chicagoland Vampires, #2)",Chloe_Neill,eng,2009
70420,The Undercover Economist,Tim_Harford,,2005
365006,The Oath,Frank_E._Peretti,eng,1995
2218252,"Rumors (Luxe, #2)",Anna_Godbersen,eng,2008
16101018,The Day the Crayons Quit,Drew_Daywalt,eng,2013
93729,"Princess in Waiting (The Princess Diaries, #4)",Meg_Cabot,eng,2002
11281852,Kisses from Katie: A Story of Relentless Love and Redemption,Katie_J._Davis,eng,2011
3181953,The Heretic's Daughter,Kathleen_Kent,,2008
88077,The Magic Mountain,Thomas_Mann,eng,1924
32507,Chasing the Dime,Michael_Connelly,eng,2002
17234658,"A Thousand Pieces of You (Firebird, #1)",Claudia_Gray,eng,2014
828084,Pictures of Hollis Woods,Patricia_Reilly_Giff,eng,2002
